Rk,Player,Team,Pos,Pass Yds,TD,Int,Rush Yds,TD,Rec,Yds,TD,Fum Lost,Fantasy Points
115,Benjamin Watson,CLE,TE,0,0,0,0,0,7,64,0,0,6.4
116,Ed Dickson,BAL,TE,0,0,0,0,0,6,64,0,0,6.4
117,Jake Locker,TEN,QB,152,0,0,3,0,0,0,0,0,6.38
118,Jacob Hester,DEN,FB,0,0,0,55,0,1,7,0,0,6.2
119,Ryan Tannehill,MIA,QB,235,0,1,8,0,0,0,0,1,6.2
120,Eddie Royal,SD,WR,0,0,0,0,0,4,61,0,0,6.1
121,Leonard Pope,PIT,TE,0,0,0,0,0,1,1,1,0,6.1
122,Jonathan Dwyer,PIT,RB,0,0,0,52,0,1,9,0,0,6.1
123,Henry Hynoski,NYG,FB,0,0,0,0,0,1,1,1,0,6.1
124,Coby Fleener,IND,TE,0,0,0,0,0,1,1,1,0,6.1
125,Darren McFadden,OAK,RB,0,0,0,57,0,2,2,0,0,5.9
126,Louis Murphy,CAR,WR,0,0,0,0,0,3,57,0,0,5.7
127,Julio Jones,ATL,WR,0,0,0,0,0,3,56,0,0,5.6
128,Brandon Jackson,CLE,RB,0,0,0,54,0,0,0,0,0,5.4
129,Chris Givens,STL,WR,0,0,0,0,0,2,54,0,0,5.4
130,Brandon Tate,CIN,WR,0,0,0,0,0,3,53,0,0,5.3
131,Brandon Myers,OAK,TE,0,0,0,0,0,4,53,0,0,5.3
132,Tony Scheffler,DET,TE,0,0,0,0,0,5,53,0,0,5.3
133,Kevin Walter,HOU,WR,0,0,0,0,0,3,51,0,0,5.1
134,Vincent Jackson,TB,WR,0,0,0,0,0,3,50,0,0,5
135,Delanie Walker,SF,TE,0,0,0,0,0,2,50,0,0,5
136,Luke Stocker,TB,TE,0,0,0,0,0,3,50,0,0,5
137,Reggie Bush,MIA,RB,0,0,0,26,0,2,23,0,0,4.9
138,Anthony McCoy,SEA,TE,0,0,0,0,0,1,49,0,0,4.9
139,Brandon Stokley,DEN,WR,0,0,0,0,0,3,49,0,0,4.9
140,LaMichael James,SF,RB,0,0,0,49,0,0,0,0,0,4.9
141,William Powell,ARI,RB,0,0,0,52,0,1,-4,0,0,4.8
142,Pierre Garcon,WAS,WR,0,0,0,0,0,3,46,0,0,4.6
143,Brandon Gibson,STL,WR,0,0,0,0,0,3,45,0,0,4.5
144,Dwayne Harris,DAL,WR,0,0,0,0,0,1,25,0,0,4.5
145,Aaron Hernandez,NE,TE,0,0,0,0,0,5,44,0,0,4.4
146,David Reed,BAL,WR,0,0,0,0,0,3,44,0,0,4.4
147,Greg Olsen,CAR,TE,0,0,0,0,0,4,43,0,0,4.3
148,Brent Celek,PHI,TE,0,0,0,0,0,3,43,0,0,4.3
149,Roddy White,ATL,WR,0,0,0,0,0,5,42,0,0,4.2
150,Braylon Edwards,NYJ,WR,0,0,0,0,0,4,42,0,0,4.2
151,Lavelle Hawkins,TEN,WR,0,0,0,0,0,1,42,0,0,4.2
152,Domenik Hixon,NYG,WR,0,0,0,0,0,2,41,0,0,4.1
153,Mark Sanchez,NYJ,QB,205,0,1,-1,0,0,0,0,1,4.1
154,Tony Gonzalez,ATL,TE,0,0,0,0,0,5,41,0,0,4.1
155,Reggie Wayne,IND,WR,0,0,0,0,0,4,40,0,0,4
156,Brandon Marshall,CHI,WR,0,0,0,-2,0,5,42,0,0,4
157,Armon Binns,MIA,WR,0,0,0,0,0,3,40,0,0,4
158,Kendall Wright,TEN,WR,0,0,0,0,0,2,40,0,0,4
159,Jason Avant,PHI,WR,0,0,0,0,0,4,39,0,0,3.9
160,Jerome Simpson,MIN,WR,0,0,0,0,0,3,39,0,0,3.9
161,Mark Ingram,NO,RB,0,0,0,39,0,0,0,0,0,3.9
162,Shane Vereen,NE,RB,0,0,0,38,0,0,0,0,0,3.8
163,Isaac Redman,PIT,RB,0,0,0,26,0,1,11,0,0,3.7
164,Montario Hardesty,CLE,RB,0,0,0,37,0,0,0,0,0,3.7
165,Jacoby Jones,BAL,WR,0,0,0,0,0,3,36,0,0,3.6
166,Jeff Cumberland,NYJ,TE,0,0,0,0,0,3,36,0,0,3.6
167,Rishard Matthews,MIA,WR,0,0,0,0,0,3,36,0,0,3.6
168,Brian Leonard,CIN,RB,0,0,0,34,0,2,1,0,0,3.5
169,Lamar Miller,MIA,RB,0,0,0,13,0,2,22,0,0,3.5
170,Jason Snelling,ATL,RB,0,0,0,8,0,2,25,0,0,3.3
171,Lance Kendricks,STL,TE,0,0,0,0,0,3,33,0,0,3.3
172,Riley Cooper,PHI,WR,0,0,0,0,0,3,32,0,0,3.2
173,Anthony Fasano,MIA,TE,0,0,0,0,0,3,31,0,0,3.1
174,Randy Moss,SF,WR,0,0,0,0,0,2,28,0,0,2.8
175,Tiquan Underwood,TB,WR,0,0,0,1,0,2,27,0,0,2.8
176,Emmanuel Sanders,PIT,WR,0,0,0,0,0,2,28,0,0,2.8
177,Owen Daniels,HOU,TE,0,0,0,0,0,3,27,0,0,2.7
178,Danny Amendola,STL,WR,0,0,0,0,0,4,27,0,0,2.7
179,AJ Green,CIN,WR,0,0,0,0,0,2,26,0,0,2.6
180,Brandon Bolden,NE,RB,0,0,0,26,0,0,0,0,0,2.6
181,Deonte Thompson,BAL,WR,0,0,0,0,0,4,26,0,0,2.6
182,Santana Moss,WAS,WR,0,0,0,2,0,2,22,0,0,2.4
183,Felix Jones,DAL,RB,0,0,0,24,0,0,0,0,0,2.4
184,Bruce Gradkowski,CIN,QB,65,0,0,-2,0,0,0,0,0,2.4
185,Toby Gerhart,MIN,RB,0,0,0,2,0,2,22,0,0,2.4
186,Bryce Brown,PHI,RB,0,0,0,18,0,1,6,0,0,2.4
187,Toney Clemons,JAX,WR,0,0,0,0,0,2,24,0,0,2.4
188,Richard Murphy,JAX,RB,0,0,0,24,0,0,0,0,0,2.4
189,Brady Quinn,KC,QB,49,0,0,4,0,0,0,0,0,2.36
190,Ronnie Brown,SD,RB,0,0,0,20,0,1,3,0,0,2.3
191,Travis Benjamin,CLE,WR,0,0,0,0,0,4,43,0,1,2.3
192,Dwayne Allen,IND,TE,0,0,0,2,0,2,21,0,0,2.3
193,Chris Ivory,NO,RB,0,0,0,22,0,0,0,0,0,2.2
194,Jerricho Cotchery,PIT,WR,0,0,0,0,0,2,21,0,0,2.1
195,Kenny Britt,TEN,WR,0,0,0,0,0,2,21,0,0,2.1
196,Nate Washington,TEN,WR,0,0,0,0,0,1,21,0,0,2.1
197,Tony Moeaki,KC,TE,0,0,0,0,0,2,21,0,0,2.1
198,Shaun Draughn,KC,RB,0,0,0,23,0,1,-2,0,0,2.1
199,Isaiah Pead,STL,RB,0,0,0,21,0,0,0,0,0,2.1
200,Rashard Mendenhall,PIT,RB,0,0,0,19,0,2,1,0,0,2
201,Kyle Rudolph,MIN,TE,0,0,0,0,0,2,20,0,0,2
202,James Hanna,DAL,TE,0,0,0,0,0,3,20,0,0,2
203,Virgil Green,DEN,TE,0,0,0,0,0,2,19,0,0,1.9
204,Doug Baldwin,SEA,WR,0,0,0,0,0,2,19,0,0,1.9
205,Taylor Thompson,TEN,TE,0,0,0,0,0,2,19,0,0,1.9
206,Josh Gordon,CLE,WR,0,0,0,0,0,4,39,0,1,1.9
207,Collin Mooney,TEN,FB,0,0,0,19,0,0,0,0,0,1.9
208,Zach Miller,SEA,TE,0,0,0,0,0,3,18,0,0,1.8
209,Andrew Hawkins,CIN,WR,0,0,0,0,0,3,18,0,0,1.8
210,Jerome Felton,MIN,FB,0,0,0,0,0,1,17,0,0,1.7
211,Will Johnson,PIT,FB,0,0,0,0,0,2,17,0,0,1.7
212,Devery Henderson,NO,WR,0,0,0,0,0,1,16,0,0,1.6
213,Andre Roberts,ARI,WR,0,0,0,-2,0,3,18,0,0,1.6
214,Deion Branch,NE,WR,0,0,0,0,0,1,16,0,0,1.6
215,DeVier Posey,HOU,WR,0,0,0,0,0,1,16,0,0,1.6
216,Martellus Bennett,NYG,TE,0,0,0,0,0,1,15,0,0,1.5
217,Joel Dreessen,DEN,TE,0,0,0,0,0,2,15,0,0,1.5
218,Dion Lewis,PHI,RB,0,0,0,15,0,0,0,0,0,1.5
219,Damaris Johnson,PHI,WR,0,0,0,7,0,1,8,0,0,1.5
220,Cedric Peerman,CIN,RB,0,0,0,14,0,0,0,0,0,1.4
221,Jorvorskie Lane,MIA,FB,0,0,0,0,0,2,14,0,0,1.4
222,Daryl Richardson,STL,RB,0,0,0,0,0,2,14,0,0,1.4
223,Joe Flacco,BAL,QB,34,0,0,0,0,0,0,0,0,1.36
224,Jacob Tamme,DEN,TE,0,0,0,0,0,1,13,0,0,1.3
225,Larry Fitzgerald,ARI,WR,0,0,0,0,0,2,13,0,0,1.3
226,Jordan White,NYJ,WR,0,0,0,0,0,1,13,0,0,1.3
227,Chris Ogbonnaya,CLE,RB,0,0,0,9,0,2,3,0,0,1.2
228,Kahlil Bell,CHI,RB,0,0,0,12,0,0,0,0,0,1.2
229,Jim Dray,ARI,TE,0,0,0,0,0,1,12,0,0,1.2
230,Erik Lorig,TB,FB,0,0,0,0,0,1,12,0,0,1.2
231,Leonard Hankerson,WAS,WR,0,0,0,0,0,1,12,0,0,1.2
232,Lawrence Vickers,DAL,FB,0,0,0,0,0,1,11,0,0,1.1
233,James Casey,HOU,FB,0,0,0,0,0,2,11,0,0,1.1
234,Brandon Pettigrew,DET,TE,0,0,0,0,0,2,11,0,0,1.1
235,Ruvell Martin,BUF,WR,0,0,0,0,0,1,11,0,0,1.1
236,Devon Wylie,KC,WR,0,0,0,0,0,2,11,0,0,1.1
237,Jeff King,ARI,TE,0,0,0,0,0,3,10,0,0,1
238,Matthew Mulligan,STL,TE,0,0,0,0,0,1,10,0,0,1
239,Curtis Brinkley,SD,RB,0,0,0,10,0,0,0,0,0,1
240,Senio Kelemete,ARI,G,0,0,0,0,0,1,10,0,0,1
241,Mewelde Moore,IND,RB,0,0,0,0,0,1,9,0,0,0.9
242,Joshua Cribbs,CLE,WR,0,0,0,0,0,1,9,0,0,0.9
243,Lex Hilliard,NYJ,FB,0,0,0,2,0,1,7,0,0,0.9
244,Brandon Lloyd,NE,WR,0,0,0,0,0,1,9,0,0,0.9
245,Mike Goodson,OAK,RB,0,0,0,9,0,0,0,0,0,0.9
246,Evan Royster,WAS,RB,0,0,0,9,0,0,0,0,0,0.9
247,Joseph Morgan,NO,WR,0,0,0,1,0,1,8,0,0,0.9
248,Bruce Miller,SF,FB,0,0,0,3,0,1,6,0,0,0.9
249,Cyrus Gray,KC,RB,0,0,0,9,0,0,0,0,0,0.9
250,Logan Paulsen,WAS,TE,0,0,0,0,0,1,8,0,0,0.8
251,Josh Cooper,CLE,WR,0,0,0,0,0,1,8,0,0,0.8
252,Matt Spaeth,CHI,TE,0,0,0,0,0,1,7,0,0,0.7
253,Mike Thomas,DET,WR,0,0,0,0,0,1,7,0,0,0.7
254,Micheal Spurlock,SD,WR,0,0,0,0,0,1,7,0,0,0.7
255,Ben Tate,HOU,RB,0,0,0,7,0,0,0,0,0,0.7
256,Jarrett Boykin,GB,WR,0,0,0,0,0,1,7,0,0,0.7
257,Rhett Ellison,MIN,TE,0,0,0,0,0,1,7,0,0,0.7
258,Robert Turbin,SEA,RB,0,0,0,-5,0,1,12,0,0,0.7
259,Garrett Graham,HOU,TE,0,0,0,0,0,1,6,0,0,0.6
260,Anthony Dixon,SF,RB,0,0,0,6,0,0,0,0,0,0.6
261,Shaun Chapas,DET,TE,0,0,0,0,0,1,6,0,0,0.6
262,Jerrel Jernigan,NYG,WR,0,0,0,6,0,0,0,0,0,0.6
263,Trent Edwards,PHI,QB,14,0,0,0,0,0,0,0,0,0.56
264,Ray Rice,BAL,RB,0,0,0,5,0,0,0,0,0,0.5
265,Vernon Davis,SF,TE,0,0,0,0,0,1,5,0,0,0.5
266,Matt Willis,DEN,WR,0,0,0,0,0,1,5,0,0,0.5
267,Dexter McCluster,KC,WR,0,0,0,0,0,1,5,0,0,0.5
268,Joique Bell,DET,RB,0,0,0,6,0,2,19,0,1,0.5
269,Jed Collins,NO,FB,0,0,0,0,0,1,5,0,0,0.5
270,TJ Graham,BUF,WR,0,0,0,0,0,1,5,0,0,0.5
271,Derek Anderson,CAR,QB,12,0,0,0,0,0,0,0,0,0.48
272,Peyton Hillis,KC,RB,0,0,0,4,0,0,0,0,0,0.4
273,Konrad Reuland,NYJ,TE,0,0,0,0,0,1,4,0,0,0.4
274,Mike Cox,ATL,FB,0,0,0,0,0,1,3,0,0,0.3
275,David Carr,NYG,QB,15,0,0,-3,0,0,0,0,0,0.3
276,Vonta Leach,BAL,FB,0,0,0,0,0,1,2,0,0,0.2
277,Ryan Grant,GB,RB,0,0,0,2,0,0,0,0,0,0.2
278,Devin Hester,CHI,WR,0,0,0,2,0,0,0,0,0,0.2
279,Joe McKnight,NYJ,RB,0,0,0,2,0,0,0,0,0,0.2
280,Evan Rodriguez,CHI,FB,0,0,0,0,0,1,2,0,0,0.2
281,Chris Rainey,PIT,RB,0,0,0,2,0,0,0,0,0,0.2
282,Darius Reynaud,TEN,RB,0,0,0,1,0,0,0,0,0,0.1
283,Alex Smith,SF,QB,6,0,0,-2,0,0,0,0,0,0.04
284,Craig Stevens,TEN,TE,0,0,0,0,0,0,0,0,0,0
285,Ryan Cook,DAL,C,0,0,0,0,0,0,0,0,0,0
286,Jeremy Zuttah,TB,LG,0,0,0,0,0,0,0,0,0,0
287,Michael Roos,TEN,LT,0,0,0,0,0,0,0,0,0,0
288,Kevin Smith,DET,RB,0,0,0,0,0,0,0,0,0,0
289,Dallas Clark,TB,TE,0,0,0,0,0,0,0,0,0,0
290,Davone Bess,MIA,WR,0,0,0,0,0,0,0,0,0,0
291,Sidney Rice,SEA,WR,0,0,0,0,0,0,0,0,0,0
292,BenJarvus Green-Ellis,CIN,RB,0,0,0,0,0,0,0,0,0,0
293,Gosder Cherilus,DET,RT,0,0,0,0,0,0,0,0,0,0
294,Deuce Lutui,TEN,RG,0,0,0,0,0,0,0,0,0,0
295,Jeff Saturday,GB,C,0,0,0,0,0,0,0,0,0,0
296,D'Brickashaw Ferguson,NYJ,LT,0,0,0,0,0,0,0,0,0,0
297,Kyle Cook,CIN,C,0,0,0,0,0,0,0,0,0,0
298,Matt Hasselbeck,TEN,QB,0,0,0,0,0,0,0,0,0,0
299,Byron Leftwich,PIT,QB,0,0,0,0,0,0,0,0,0,0
300,Chris Chester,WAS,RG,0,0,0,0,0,0,0,0,0,0
