Rk,Player,Team,Pos,Pass Yds,TD,Int,Rush Yds,TD,Rec,Yds,TD,Fum Lost,Fantasy Points
1,Doug Martin,TB,RB,0,0,0,135,1,3,79,1,0,33.4
2,Matthew Stafford,DET,QB,352,3,1,12,1,0,0,0,0,31.28
3,Tom Brady,NE,QB,304,4,0,3,0,0,0,0,0,28.46
4,Rob Gronkowski,NE,TE,0,0,0,0,0,8,146,2,0,26.6
5,Peyton Manning,DEN,QB,305,3,0,4,0,0,0,0,0,24.6
6,Matt Ryan,ATL,QB,262,3,0,18,0,0,0,0,0,24.28
7,Josh Freeman,TB,QB,262,3,0,-1,0,0,0,0,0,22.38
8,Titus Young,DET,WR,0,0,0,0,0,9,100,2,0,22
9,Alex Smith,SF,QB,232,3,0,6,0,0,0,0,0,21.88
10,Ben Roethlisberger,PIT,QB,222,3,0,6,0,0,0,0,0,21.48
11,Michael Crabtree,SF,WR,0,0,0,8,0,5,72,2,0,20
12,Demaryius Thomas,DEN,WR,0,0,0,0,0,7,137,1,0,19.7
13,Willis McGahee,DEN,RB,0,0,0,122,1,2,33,0,1,19.5
14,Tony Romo,DAL,QB,437,1,4,0,1,0,0,0,0,19.48
15,Trent Richardson,CLE,RB,0,0,0,122,1,1,12,0,0,19.4
16,Julio Jones,ATL,WR,0,0,0,9,0,5,123,1,0,19.2
17,LeSean McCoy,PHI,RB,0,0,0,45,1,3,22,1,0,18.7
18,Stevan Ridley,NE,RB,0,0,0,127,1,0,0,0,0,18.7
19,Jason Witten,DAL,TE,0,0,0,0,0,18,167,0,0,16.7
20,Adrian Peterson,MIN,RB,0,0,0,123,1,1,4,0,1,16.7
21,Andrew Luck,IND,QB,297,1,1,28,0,0,0,0,0,16.68
22,Marshawn Lynch,SEA,RB,0,0,0,105,1,1,1,0,0,16.6
23,Russell Wilson,SEA,QB,236,2,1,9,0,0,0,0,0,16.34
24,Eric Decker,DEN,WR,0,0,0,0,0,4,43,2,0,16.3
25,Blaine Gabbert,JAX,QB,303,1,0,0,0,0,0,0,0,16.12
26,Michael Vick,PHI,QB,191,1,0,42,0,0,0,0,0,15.84
27,Denarius Moore,OAK,WR,0,0,0,0,0,5,96,1,0,15.6
28,Matt Forte,CHI,RB,0,0,0,70,1,5,24,0,0,15.4
29,Percy Harvin,MIN,WR,0,0,0,-1,0,7,90,1,0,14.9
30,Brandon Lloyd,NE,WR,0,0,0,0,0,2,28,2,0,14.8
31,Drew Brees,NO,QB,213,2,1,2,0,0,0,0,0,14.72
32,Matt Hasselbeck,TEN,QB,236,1,0,10,0,0,0,0,0,14.44
33,Carson Palmer,OAK,QB,209,2,1,-1,0,0,0,0,0,14.26
34,Aaron Rodgers,GB,QB,186,2,0,4,0,0,0,0,1,13.84
35,Darren McFadden,OAK,RB,0,0,0,114,0,4,23,0,0,13.7
36,Miles Austin,DAL,WR,0,0,0,0,0,9,133,0,0,13.3
37,Christian Ponder,MIN,QB,251,1,1,12,0,0,0,0,0,13.24
38,Vick Ballard,IND,RB,0,0,0,55,0,1,16,1,0,13.1
39,Dexter McCluster,KC,WR,0,0,0,15,0,6,54,1,0,12.9
40,Mike Williams,TB,WR,0,0,0,0,0,6,68,1,0,12.8
41,Jimmy Graham,NO,TE,0,0,0,0,0,5,63,1,0,12.3
42,Chris Givens,STL,WR,0,0,0,0,0,3,63,1,0,12.3
43,Cam Newton,CAR,QB,314,0,2,37,0,0,0,0,0,12.26
44,Matt Cassel,KC,QB,218,1,1,35,0,0,0,0,1,12.22
45,Mark Sanchez,NYJ,QB,283,1,1,6,0,0,0,0,1,11.92
46,Robert Griffin III,WAS,QB,177,1,0,8,0,0,0,0,0,11.88
47,Sidney Rice,SEA,WR,0,0,0,3,0,6,55,1,0,11.8
48,Steve Smith,CAR,WR,0,0,0,0,0,7,118,0,0,11.8
49,Chris Johnson,TEN,RB,0,0,0,99,0,2,18,0,0,11.7
50,Cecil Shorts,JAX,WR,0,0,0,0,0,8,116,0,0,11.6
51,Darren Sproles,NO,RB,0,0,0,-1,0,7,56,1,0,11.5
52,Jonathan Dwyer,PIT,RB,0,0,0,107,0,1,8,0,0,11.5
53,Randy Moss,SF,WR,0,0,0,0,0,1,47,1,0,10.7
54,Kendall Wright,TEN,WR,0,0,0,0,0,4,47,1,0,10.7
55,Heath Miller,PIT,TE,0,0,0,0,0,4,46,1,0,10.6
56,Shonn Greene,NYJ,RB,0,0,0,77,0,2,29,0,0,10.6
57,Sam Bradford,STL,QB,205,1,1,3,0,0,0,0,0,10.5
58,Daniel Thomas,MIA,RB,0,0,0,42,1,1,3,0,0,10.5
59,Ronnie Brown,SD,RB,0,0,0,17,0,7,85,0,0,10.2
60,Shane Vereen,NE,RB,0,0,0,22,1,1,17,0,0,9.9
61,Brandon Marshall,CHI,WR,0,0,0,0,0,9,98,0,0,9.8
62,John Skelton,ARI,QB,290,0,1,1,0,0,0,0,0,9.7
63,Ryan Broyles,DET,WR,0,0,0,0,0,3,37,1,0,9.7
64,Rashad Jennings,JAX,RB,0,0,0,59,0,6,56,0,1,9.5
65,Darrius Heyward-Bey,OAK,WR,0,0,0,0,0,1,32,1,0,9.2
66,Reggie Wayne,IND,WR,0,0,0,0,0,7,91,0,0,9.1
67,Dez Bryant,DAL,WR,0,0,0,0,0,5,110,0,1,9
68,Drew Davis,ATL,WR,0,0,0,0,0,2,30,1,0,9
69,Chaz Schilens,NYJ,WR,0,0,0,0,0,4,29,1,0,8.9
70,Matt Moore,MIA,QB,131,1,0,-4,0,0,0,0,0,8.84
71,Brandon LaFell,CAR,WR,0,0,0,0,0,3,88,0,0,8.8
72,Randall Cobb,GB,WR,0,0,0,0,0,5,28,1,0,8.8
73,Ryan Mathews,SD,RB,0,0,0,95,0,2,9,0,1,8.4
74,Zach Miller,SEA,TE,0,0,0,0,0,2,22,1,0,8.2
75,Clyde Gates,NYJ,WR,0,0,0,0,0,7,82,0,0,8.2
76,Alex Green,GB,RB,0,0,0,54,0,4,28,0,0,8.2
77,Ronnie Hillman,DEN,RB,0,0,0,86,0,1,-4,0,0,8.2
78,Santana Moss,WAS,WR,0,0,0,0,0,4,21,1,0,8.1
79,Andre Brown,NYG,RB,0,0,0,21,1,0,0,0,0,8.1
80,Jonathan Stewart,CAR,RB,0,0,0,42,0,4,38,0,0,8
81,Donald Brown,IND,RB,0,0,0,80,0,0,0,0,0,8
82,Jacquizz Rodgers,ATL,RB,0,0,0,60,0,5,20,0,0,8
83,Michael Jenkins,MIN,WR,0,0,0,0,0,4,78,0,0,7.8
84,James Jones,GB,WR,0,0,0,0,0,7,78,0,0,7.8
85,Jason Snelling,ATL,RB,0,0,0,1,0,3,16,1,0,7.7
86,John Phillips,DAL,TE,0,0,0,0,0,3,14,1,0,7.4
87,Brandon Pettigrew,DET,TE,0,0,0,0,0,7,74,0,0,7.4
88,Kellen Davis,CHI,TE,0,0,0,0,0,1,12,1,0,7.2
89,Donald Driver,GB,WR,0,0,0,0,0,2,10,1,0,7
90,Nate Washington,TEN,WR,0,0,0,0,0,5,69,0,0,6.9
91,Delone Carter,IND,RB,0,0,0,8,1,0,0,0,0,6.8
92,Rueben Randle,NYG,WR,0,0,0,0,0,2,68,0,0,6.8
93,Will Johnson,PIT,FB,0,0,0,0,0,2,8,1,0,6.8
94,Dustin Keller,NYJ,TE,0,0,0,0,0,7,67,0,0,6.7
95,Justin Blackmon,JAX,WR,0,0,0,0,0,4,67,0,0,6.7
96,Frank Gore,SF,RB,0,0,0,55,0,1,11,0,0,6.6
97,Dwayne Bowe,KC,WR,0,0,0,0,0,3,65,0,0,6.5
98,Andre Roberts,ARI,WR,0,0,0,0,0,7,65,0,0,6.5
99,Anthony Fasano,MIA,TE,0,0,0,0,0,1,4,1,0,6.4
100,Michael Turner,ATL,RB,0,0,0,58,0,1,6,0,0,6.4
101,Marques Colston,NO,WR,0,0,0,0,0,5,63,0,0,6.3
102,Mike Wallace,PIT,WR,0,0,0,0,0,7,62,0,0,6.2
103,Philip Rivers,SD,QB,154,0,0,0,0,0,0,0,0,6.16
104,Leonard Pope,PIT,TE,0,0,0,0,0,1,1,1,0,6.1
105,Erik Lorig,TB,FB,0,0,0,0,0,1,1,1,0,6.1
106,Guy Whimper,JAX,OT,0,0,0,0,0,1,1,1,0,6.1
107,Louis Murphy,CAR,WR,0,0,0,0,1,0,0,0,0,6
108,Eli Manning,NYG,QB,192,0,1,3,0,0,0,0,0,5.98
109,DeSean Jackson,PHI,WR,0,0,0,0,0,5,59,0,0,5.9
110,Felix Jones,DAL,RB,0,0,0,19,1,0,0,0,1,5.9
111,Danny Woodhead,NE,RB,0,0,0,3,0,5,56,0,0,5.9
112,Alfred Morris,WAS,RB,0,0,0,59,0,0,0,0,0,5.9
113,Jay Cutler,CHI,QB,186,1,1,4,0,0,0,0,2,5.84
114,Ahmad Bradshaw,NYG,RB,0,0,0,78,0,0,0,0,1,5.8
115,Joique Bell,DET,RB,0,0,0,25,0,4,33,0,0,5.8
116,Tony Moeaki,KC,TE,0,0,0,0,0,4,57,0,0,5.7
117,Emmanuel Sanders,PIT,WR,0,0,0,0,0,3,56,0,0,5.6
118,Dwayne Allen,IND,TE,0,0,0,0,0,4,56,0,0,5.6
119,Brandon Weeden,CLE,QB,129,0,0,4,0,0,0,0,0,5.56
120,Josh Morgan,WAS,WR,0,0,0,9,0,5,46,0,0,5.5
121,Mikel Leshoure,DET,RB,0,0,0,46,0,3,9,0,0,5.5
122,Larry Fitzgerald,ARI,WR,0,0,0,0,0,5,52,0,0,5.2
123,Daryl Richardson,STL,RB,0,0,0,53,0,4,-3,0,0,5
124,Pierre Thomas,NO,RB,0,0,0,43,0,2,6,0,0,4.9
125,Brandon Myers,OAK,TE,0,0,0,0,0,3,49,0,0,4.9
126,Kendall Hunter,SF,RB,0,0,0,43,0,1,6,0,0,4.9
127,Wes Welker,NE,WR,0,0,0,0,0,6,48,0,0,4.8
128,Earl Bennett,CHI,WR,0,0,0,0,0,3,47,0,0,4.7
129,Calvin Johnson,DET,WR,0,0,0,0,0,3,46,0,0,4.6
130,Hakeem Nicks,NYG,WR,0,0,0,0,0,4,46,0,0,4.6
131,Brandon Gibson,STL,WR,0,0,0,0,0,3,46,0,0,4.6
132,Tony Scheffler,DET,TE,0,0,0,0,0,4,46,0,0,4.6
133,Josh Gordon,CLE,WR,0,0,0,0,0,3,46,0,0,4.6
134,Steven Jackson,STL,RB,0,0,0,23,0,2,22,0,0,4.5
135,Jason Avant,PHI,WR,0,0,0,0,0,4,45,0,0,4.5
136,Reggie Bush,MIA,RB,0,0,0,59,0,1,6,0,1,4.5
137,Jared Cook,TEN,TE,0,0,0,0,0,3,45,0,0,4.5
138,Golden Tate,SEA,WR,0,0,0,0,0,7,64,0,1,4.4
139,Virgil Green,DEN,TE,0,0,0,0,0,3,44,0,0,4.4
140,Jeff King,ARI,TE,0,0,0,0,0,3,43,0,0,4.3
