Rk,Player,Team,Pos,Pass Yds,TD,Int,Rush Yds,TD,Rec,Yds,TD,Fum Lost,Fantasy Points
123,Rob Housler,ARI,TE,0,0,0,0,0,5,55,0,0,5.5
124,Jacquizz Rodgers,ATL,RB,0,0,0,0,0,4,53,0,0,5.3
125,Mike Goodson,OAK,RB,0,0,0,0,0,6,52,0,0,5.2
126,Greg Little,CLE,WR,0,0,0,0,0,5,52,0,0,5.2
127,Ryan Broyles,DET,WR,0,0,0,0,0,6,52,0,0,5.2
128,Jason Witten,DAL,TE,0,0,0,0,0,7,51,0,0,5.1
129,Scott Chandler,BUF,TE,0,0,0,0,0,3,51,0,0,5.1
130,Jerricho Cotchery,PIT,WR,0,0,0,0,0,4,50,0,0,5
131,James Casey,HOU,RB,0,0,0,0,0,3,49,0,0,4.9
132,Leonard Hankerson,WAS,WR,0,0,0,0,0,3,49,0,0,4.9
133,Bryce Brown,PHI,RB,0,0,0,49,0,0,0,0,0,4.9
134,Greg Olsen,CAR,TE,0,0,0,0,0,5,48,0,0,4.8
135,Ahmad Bradshaw,NYG,RB,0,0,0,48,0,0,0,0,0,4.8
136,Heath Miller,PIT,TE,0,0,0,0,0,4,48,0,0,4.8
137,Zach Miller,SEA,TE,0,0,0,0,0,2,47,0,0,4.7
138,Brandon Stokley,DEN,WR,0,0,0,0,0,3,43,0,0,4.3
139,Brandon Weeden,CLE,QB,176,0,2,11,0,0,0,0,0,4.14
140,Marcedes Lewis,JAX,TE,0,0,0,0,0,4,41,0,0,4.1
141,Laurent Robinson,JAX,WR,0,0,0,0,0,6,41,0,0,4.1
142,Martellus Bennett,NYG,TE,0,0,0,0,0,3,40,0,0,4
143,Josh Gordon,CLE,WR,0,0,0,0,0,2,38,0,0,3.8
144,Tony Gonzalez,ATL,TE,0,0,0,0,0,4,36,0,0,3.6
145,Fred Jackson,BUF,RB,0,0,0,21,0,5,14,0,0,3.5
146,Michael Bush,CHI,RB,0,0,0,16,0,1,17,0,0,3.3
147,Dennis Pitta,BAL,TE,0,0,0,0,0,2,33,0,0,3.3
148,Armando Allen,CHI,RB,0,0,0,32,0,0,0,0,0,3.2
149,Delone Carter,IND,RB,0,0,0,31,0,0,0,0,0,3.1
150,Eli Manning,NYG,QB,125,0,1,0,0,0,0,0,0,3
151,Andrew Hawkins,CIN,WR,0,0,0,-2,0,4,32,0,0,3
152,Kendall Wright,TEN,WR,0,0,0,0,0,2,30,0,0,3
153,Robert Turbin,SEA,RB,0,0,0,21,0,1,9,0,0,3
154,Steve Johnson,BUF,WR,0,0,0,0,0,3,29,0,0,2.9
155,Mohamed Sanu,CIN,WR,0,0,0,0,0,2,29,0,0,2.9
156,Christian Ponder,MIN,QB,63,0,1,23,0,0,0,0,0,2.82
157,Kevin Walter,HOU,WR,0,0,0,0,0,2,28,0,0,2.8
158,Brian Leonard,CIN,RB,0,0,0,15,0,3,13,0,0,2.8
159,Jeremy Maclin,PHI,WR,0,0,0,0,0,2,28,0,0,2.8
160,Seyi Ajirotutu,SD,WR,0,0,0,0,0,1,28,0,0,2.8
161,Tony Scheffler,DET,TE,0,0,0,0,0,2,28,0,0,2.8
162,Brent Celek,PHI,TE,0,0,0,0,0,5,47,0,1,2.7
163,Jabar Gaffney,MIA,WR,0,0,0,0,0,2,27,0,0,2.7
164,Craig Stevens,TEN,TE,0,0,0,0,0,2,26,0,0,2.6
165,Lance Dunbar,DAL,RB,0,0,0,26,0,0,0,0,0,2.6
166,LaVon Brazill,IND,WR,0,0,0,0,0,2,25,0,0,2.5
167,Michael Robinson,SEA,FB,0,0,0,2,0,2,22,0,0,2.4
168,Jalen Parmele,JAX,RB,0,0,0,15,0,1,8,0,0,2.3
169,Dallas Clark,TB,TE,0,0,0,0,0,2,22,0,0,2.2
170,Earl Bennett,CHI,WR,0,0,0,0,0,4,22,0,0,2.2
171,Benjamin Watson,CLE,TE,0,0,0,0,0,2,22,0,0,2.2
172,Niles Paul,WAS,TE,0,0,0,0,0,1,22,0,0,2.2
173,Peyton Hillis,KC,RB,0,0,0,14,0,1,7,0,0,2.1
174,Jackie Battle,SD,RB,0,0,0,20,0,0,0,0,0,2
175,Clay Harbor,PHI,TE,0,0,0,0,0,3,20,0,0,2
176,Titus Young,DET,WR,0,0,0,0,0,2,20,0,0,2
177,Juron Criner,OAK,WR,0,0,0,0,0,0,0,0,0,2
178,Devin Hester,CHI,WR,0,0,0,0,0,2,19,0,0,1.9
179,Antonio Brown,PIT,WR,0,0,0,0,0,2,19,0,0,1.9
180,Damian Williams,TEN,WR,0,0,0,0,0,2,19,0,0,1.9
181,Travis Benjamin,CLE,WR,0,0,0,0,0,1,19,0,0,1.9
182,Jacob Tamme,DEN,TE,0,0,0,0,0,3,18,0,0,1.8
183,Kevin Smith,DET,RB,0,0,0,8,0,1,9,0,0,1.7
184,Steve Breaston,KC,WR,0,0,0,0,0,2,17,0,0,1.7
185,Darren McFadden,OAK,RB,0,0,0,17,0,2,0,0,0,1.7
186,Brandon Tate,CIN,WR,0,0,0,0,0,1,17,0,0,1.7
187,Toby Gerhart,MIN,RB,0,0,0,14,0,1,3,0,0,1.7
188,Dez Bryant,DAL,WR,0,0,0,0,0,1,15,0,0,1.5
189,Nate Byham,TB,TE,0,0,0,0,0,2,15,0,0,1.5
190,Jerome Simpson,MIN,WR,0,0,0,0,0,1,14,0,0,1.4
191,Percy Harvin,MIN,WR,0,0,0,24,0,2,10,0,1,1.4
192,Dexter McCluster,KC,WR,0,0,0,17,0,2,17,0,1,1.4
193,Gary Barnidge,CAR,TE,0,0,0,0,0,1,13,0,0,1.3
194,Dorin Dickerson,BUF,FB,0,0,0,0,0,1,13,0,0,1.3
195,Jonathan Baldwin,KC,WR,0,0,0,0,0,1,13,0,0,1.3
196,Allen Reisner,MIN,TE,0,0,0,0,0,1,13,0,0,1.3
197,DJ Ware,TB,RB,0,0,0,0,0,1,12,0,0,1.2
198,Tiquan Underwood,TB,WR,0,0,0,0,0,1,12,0,0,1.2
199,Mike Tolbert,CAR,FB,0,0,0,4,0,1,7,0,0,1.1
200,Brandon Pettigrew,DET,TE,0,0,0,0,0,1,11,0,0,1.1
201,Ed Dickson,BAL,TE,0,0,0,0,0,2,11,0,0,1.1
202,Erik Lorig,TB,FB,0,0,0,0,0,1,11,0,0,1.1
203,Donald Driver,GB,WR,0,0,0,0,0,1,10,0,0,1
204,Hakeem Nicks,NYG,WR,0,0,0,0,0,1,10,0,0,1
205,Dezmon Briscoe,WAS,WR,0,0,0,1,0,1,8,0,0,0.9
206,Ronnie Hillman,DEN,RB,0,0,0,4,0,1,5,0,0,0.9
207,Anthony Fasano,MIA,TE,0,0,0,0,0,1,8,0,0,0.8
208,Vonta Leach,BAL,FB,0,0,0,8,0,0,0,0,0,0.8
209,Michael Jenkins,MIN,WR,0,0,0,0,0,2,8,0,0,0.8
210,Devery Henderson,NO,WR,0,0,0,0,0,1,8,0,0,0.8
211,Alex Smith,CLE,TE,0,0,0,0,0,3,8,0,0,0.8
212,Richard Gordon,OAK,TE,0,0,0,0,0,1,8,0,0,0.8
213,Henry Hynoski,NYG,FB,0,0,0,0,0,1,8,0,0,0.8
214,Cole Beasley,DAL,WR,0,0,0,0,0,1,8,0,0,0.8
215,Donald Brown,IND,RB,0,0,0,0,0,1,7,0,0,0.7
216,Justin Forsett,HOU,RB,0,0,0,7,0,0,0,0,0,0.7
217,Lance Ball,DEN,RB,0,0,0,0,0,1,7,0,0,0.7
218,Stanley Havili,PHI,FB,0,0,0,0,0,1,7,0,0,0.7
219,Baron Batch,PIT,RB,0,0,0,7,0,0,0,0,0,0.7
220,Lamar Miller,MIA,RB,0,0,0,7,0,0,0,0,0,0.7
221,Taylor Thompson,TEN,TE,0,0,0,0,0,1,7,0,0,0.7
222,David Paulson,PIT,TE,0,0,0,0,0,1,7,0,0,0.7
223,Jarrett Boykin,GB,WR,0,0,0,0,0,2,7,0,0,0.7
224,Will Johnson,PIT,FB,0,0,0,2,0,1,5,0,0,0.7
225,Jermichael Finley,GB,TE,0,0,0,0,0,1,6,0,0,0.6
226,Jason Snelling,ATL,RB,0,0,0,5,0,3,1,0,0,0.6
227,Mohamed Massaquoi,CLE,WR,0,0,0,0,0,1,6,0,0,0.6
228,Derek Hagan,OAK,WR,0,0,0,0,0,1,6,0,0,0.6
229,Aldrick Robinson,WAS,WR,0,0,0,0,0,1,6,0,0,0.6
230,Doug Baldwin,SEA,WR,0,0,0,0,0,1,6,0,0,0.6
231,Jermaine Kearse,SEA,WR,0,0,0,0,0,1,6,0,0,0.6
232,Lawrence Vickers,DAL,FB,0,0,0,0,0,1,5,0,0,0.5
233,Michael Palmer,ATL,TE,0,0,0,0,0,1,5,0,0,0.5
234,LeGarrette Blount,TB,RB,0,0,0,5,0,0,0,0,0,0.5
235,Louis Murphy,CAR,WR,0,0,0,0,0,1,4,0,0,0.4
236,Lance Louis,CHI,RG,0,0,0,0,0,1,4,0,0,0.4
237,Tyrod Taylor,BAL,QB,0,0,0,4,0,0,0,0,0,0.4
238,TJ Graham,BUF,WR,0,0,0,0,0,2,4,0,0,0.4
239,Orson Charles,CIN,TE,0,0,0,0,0,1,4,0,0,0.4
240,Rhett Ellison,MIN,TE,0,0,0,0,0,1,4,0,0,0.4
241,Darrel Young,WAS,FB,0,0,0,3,0,0,0,0,0,0.3
242,Anthony Sherman,ARI,FB,0,0,0,0,0,1,3,0,0,0.3
243,William Powell,ARI,RB,0,0,0,3,0,0,0,0,0,0.3
244,Santana Moss,WAS,WR,0,0,0,0,0,1,2,0,0,0.2
245,Luke Stocker,TB,TE,0,0,0,0,0,1,2,0,0,0.2
246,Jed Collins,NO,FB,0,0,0,0,0,1,1,0,0,0.1
247,Keshawn Martin,HOU,WR,0,0,0,1,0,0,0,0,0,0.1
248,Chris Rainey,PIT,RB,0,0,0,4,0,2,-3,0,0,0.1
249,Ryan Cook,DAL,C,0,0,0,0,0,0,0,0,0,0
250,Jeremy Zuttah,TB,LG,0,0,0,0,0,0,0,0,0,0
251,Michael Roos,TEN,LT,0,0,0,0,0,0,0,0,0,0
252,Gosder Cherilus,DET,RT,0,0,0,0,0,0,0,0,0,0
253,Deuce Lutui,TEN,RG,0,0,0,0,0,0,0,0,0,0
254,Jeff Saturday,GB,C,0,0,0,0,0,0,0,0,0,0
255,Jerome Felton,MIN,FB,0,0,0,0,0,0,0,0,0,0
256,Maurice Stovall,JAX,WR,0,0,0,0,0,0,0,0,0,0
257,Byron Leftwich,PIT,QB,0,0,0,0,0,0,0,0,0,0
258,Chris Chester,WAS,RG,0,0,0,0,0,0,0,0,0,0
259,Nate Garner,MIA,G,0,0,0,0,0,0,0,0,0,0
260,John Kuhn,GB,FB,0,0,0,0,0,0,0,0,0,0
261,Demetress Bell,PHI,T,0,0,0,0,0,0,0,0,0,0
262,Charlie Johnson,MIN,LG,0,0,0,0,0,0,0,0,0,0
263,Domenik Hixon,NYG,WR,0,0,0,0,0,0,0,0,0,0
264,Tashard Choice,BUF,RB,0,0,0,0,0,0,0,0,0,0
265,Anthony Collins,CIN,OT,0,0,0,0,0,0,0,0,0,0
266,David Stewart,TEN,RT,0,0,0,0,0,0,0,0,0,0
267,Roberto Garza,CHI,C,0,0,0,0,0,0,0,0,0,0
268,Chris Spencer,CHI,OL,0,0,0,0,0,0,0,0,0,0
269,Branden Albert,KC,LT,0,0,0,0,0,0,0,0,0,0
270,Dante Rosario,SD,TE,0,0,0,0,0,0,0,0,0,0
271,Jeromey Clary,SD,RT,0,0,0,0,0,0,0,0,0,0
272,Jeff King,ARI,TE,0,0,0,0,0,0,0,0,0,0
273,Chad Henne,JAX,QB,0,0,0,0,0,0,0,0,0,0
274,Chris Kuper,DEN,RG,0,0,0,0,0,0,0,0,0,0
275,Kevin Boothe,NYG,LG,0,0,0,0,0,0,0,0,0,0
276,Sean Locklear,NYG,T,0,0,0,0,0,0,0,0,0,0
277,Winston Justice,IND,RT,0,0,0,0,0,0,0,0,0,0
278,Derrick Dockery,DAL,G,0,0,0,0,0,0,0,0,0,0
279,Roscoe Parrish,TB,WR,0,0,0,0,0,0,0,0,0,0
280,Steve Hutchinson,TEN,LG,0,0,0,0,0,0,0,0,0,0
281,Jahri Evans,NO,RG,0,0,0,0,0,0,0,0,0,0
282,Jeff Backus,DET,LT,0,0,0,0,0,0,0,0,0,0
283,Todd Herremans,PHI,RT,0,0,0,0,0,0,0,0,0,0
284,Ryan Clady,DEN,LT,0,0,0,0,0,0,0,0,0,0
285,Mike Otto,TEN,T,0,0,0,0,0,0,0,0,0,0
286,LeRon McClain,SD,FB,0,0,0,0,0,0,0,0,0,0
287,Doug Free,DAL,RT,0,0,0,0,0,0,0,0,0,0
288,Josh Sitton,GB,RG,0,0,0,0,0,0,0,0,0,0
289,Eric Weems,CHI,WR,0,0,0,0,0,0,0,0,0,0
290,Duane Brown,HOU,LT,0,0,0,0,0,0,0,0,0,0
291,Dan Koppen,DEN,C,0,0,0,0,0,0,0,0,0,0
292,Greg Jones,JAX,FB,0,0,0,0,0,0,0,0,0,0
293,Will Montgomery,WAS,C,0,0,0,0,0,0,0,0,0,0
294,Braylon Edwards,SEA,WR,0,0,0,0,0,0,0,0,0,0
295,John Carlson,MIN,TE,0,0,0,0,0,0,0,0,0,0
296,Matt Flynn,SEA,QB,0,0,0,0,0,0,0,0,0,0
297,Brandon Jackson,CLE,RB,0,0,0,0,0,0,0,0,0,0
298,Bryant McKinnie,BAL,T,0,0,0,0,0,0,0,0,0,0
299,Rashard Mendenhall,PIT,RB,0,0,0,0,0,0,0,0,0,0
300,Chris Snee,NYG,RG,0,0,0,0,0,0,0,0,0,0
