Rk,Player,Team,Pos,Pass Yds,TD,Int,Rush Yds,TD,Rec,Yds,TD,Fum Lost,Fantasy Points
87,Steve Johnson,BUF,WR,0,0,0,0,0,6,82,0,0,8.2
88,Braylon Edwards,SEA,WR,0,0,0,0,0,2,21,1,0,8.1
89,Tony Scheffler,DET,TE,0,0,0,0,0,3,81,0,0,8.1
90,Brandon Lloyd,NE,WR,0,0,0,0,0,6,80,0,0,8
91,Mario Manningham,SF,WR,0,0,0,7,0,5,72,0,0,7.9
92,Domenik Hixon,NYG,WR,0,0,0,0,0,4,78,0,0,7.8
93,William Powell,ARI,RB,0,0,0,70,0,1,8,0,0,7.8
94,Andre Johnson,HOU,WR,0,0,0,0,0,8,75,0,0,7.5
95,Randy Moss,SF,WR,0,0,0,0,0,2,75,0,0,7.5
96,Alex Green,GB,RB,0,0,0,65,0,1,8,0,0,7.3
97,Joe McKnight,NYJ,RB,0,0,0,71,0,0,0,0,0,7.1
98,Danny Woodhead,NE,RB,0,0,0,25,0,5,46,0,0,7.1
99,Kendall Wright,TEN,WR,0,0,0,0,0,6,71,0,0,7.1
100,BenJarvus Green-Ellis,CIN,RB,0,0,0,62,0,1,8,0,0,7
101,Tiquan Underwood,TB,WR,0,0,0,0,0,2,68,0,0,6.8
102,Reggie Wayne,IND,WR,0,0,0,0,0,5,87,0,1,6.7
103,Heath Miller,PIT,TE,0,0,0,0,0,6,67,0,0,6.7
104,Ryan Fitzpatrick,BUF,QB,153,0,0,5,0,0,0,0,0,6.62
105,Benjamin Watson,CLE,TE,0,0,0,0,0,2,6,1,0,6.6
106,Darrel Young,WAS,FB,0,0,0,0,0,1,6,1,0,6.6
107,Jason Hill,NYJ,WR,0,0,0,0,0,1,5,1,0,6.5
108,Justin Forsett,HOU,RB,0,0,0,47,0,1,18,0,0,6.5
109,Julio Jones,ATL,WR,0,0,0,0,0,4,63,0,0,6.3
110,Brandon Myers,OAK,TE,0,0,0,0,0,5,62,0,0,6.2
111,Reggie Bush,MIA,RB,0,0,0,17,0,5,44,0,0,6.1
112,Rob Gronkowski,NE,TE,0,0,0,0,0,6,61,0,0,6.1
113,Jamie Harper,TEN,RB,0,0,0,1,1,0,0,0,0,6.1
114,DeSean Jackson,PHI,WR,0,0,0,-14,0,5,74,0,0,6
115,Malcom Floyd,SD,WR,0,0,0,0,0,5,60,0,0,6
116,Donnie Avery,IND,WR,0,0,0,-1,0,4,60,0,0,5.9
117,Joel Dreessen,DEN,TE,0,0,0,0,0,6,57,0,0,5.7
118,Nate Washington,TEN,WR,0,0,0,0,0,3,57,0,0,5.7
119,Philip Rivers,SD,QB,241,2,4,0,0,0,0,0,2,5.64
120,Frank Gore,SF,RB,0,0,0,36,0,4,20,0,0,5.6
121,Jared Cook,TEN,TE,0,0,0,0,0,4,54,0,0,5.4
122,Trent Richardson,CLE,RB,0,0,0,37,0,2,17,0,0,5.4
123,Matt Schaub,HOU,QB,232,0,2,0,0,0,0,0,0,5.28
124,Marshawn Lynch,SEA,RB,0,0,0,41,0,1,11,0,0,5.2
125,Andrew Luck,IND,QB,280,0,2,-1,0,0,0,0,1,5.1
126,Robert Turbin,SEA,RB,0,0,0,27,0,2,21,0,0,4.8
127,Jamaal Charles,KC,RB,0,0,0,40,0,2,7,0,0,4.7
128,Golden Tate,SEA,WR,0,0,0,0,0,3,47,0,0,4.7
129,Owen Daniels,HOU,TE,0,0,0,0,0,3,46,0,0,4.6
130,Santana Moss,WAS,WR,0,0,0,0,0,4,46,0,0,4.6
131,Fred Davis,WAS,TE,0,0,0,0,0,3,46,0,0,4.6
132,Hakeem Nicks,NYG,WR,0,0,0,0,0,3,44,0,0,4.4
133,Emmanuel Sanders,PIT,WR,0,0,0,0,0,4,43,0,0,4.3
134,Brady Quinn,KC,QB,180,0,2,11,0,0,0,0,0,4.3
135,Davone Bess,MIA,WR,0,0,0,0,0,6,42,0,0,4.2
136,Josh Morgan,WAS,WR,0,0,0,0,0,3,42,0,0,4.2
137,Tony Gonzalez,ATL,TE,0,0,0,0,0,4,42,0,0,4.2
138,Vick Ballard,IND,RB,0,0,0,25,0,2,17,0,0,4.2
139,Coby Fleener,IND,TE,0,0,0,0,0,4,42,0,0,4.2
140,Steve Maneri,KC,TE,0,0,0,0,0,4,41,0,0,4.1
141,Joique Bell,DET,RB,0,0,0,38,0,1,3,0,0,4.1
142,Kyle Williams,SF,WR,0,0,0,0,0,4,40,0,0,4
143,Lance Kendricks,STL,TE,0,0,0,0,0,4,40,0,0,4
144,Michael Turner,ATL,RB,0,0,0,33,0,1,6,0,0,3.9
145,Dexter McCluster,KC,WR,0,0,0,0,0,6,39,0,0,3.9
146,Josh Cooper,CLE,WR,0,0,0,0,0,2,39,0,0,3.9
147,Colin Kaepernick,SF,QB,82,0,0,6,0,0,0,0,0,3.88
148,Brandon Pettigrew,DET,TE,0,0,0,0,0,3,38,0,0,3.8
149,Jordan Cameron,CLE,TE,0,0,0,0,0,2,38,0,0,3.8
150,Vernon Davis,SF,TE,0,0,0,0,0,3,37,0,0,3.7
151,Harry Douglas,ATL,WR,0,0,0,0,0,5,37,0,0,3.7
152,Andrew Hawkins,CIN,WR,0,0,0,2,0,5,35,0,0,3.7
153,Nate Eachus,KC,RB,0,0,0,18,0,1,19,0,0,3.7
154,Ronnie Brown,SD,RB,0,0,0,13,0,3,23,0,0,3.6
155,Daniel Fells,NE,TE,0,0,0,0,0,1,35,0,0,3.5
156,David Wilson,NYG,RB,0,0,0,35,0,0,0,0,0,3.5
157,Stevan Ridley,NE,RB,0,0,0,34,0,1,0,0,0,3.4
158,Brent Celek,PHI,TE,0,0,0,0,0,4,33,0,0,3.3
159,Dennis Pitta,BAL,TE,0,0,0,0,0,4,33,0,0,3.3
160,Dwayne Allen,IND,TE,0,0,0,0,0,2,33,0,0,3.3
161,Kendall Hunter,SF,RB,0,0,0,26,0,1,6,0,0,3.2
162,Miles Austin,DAL,WR,0,0,0,0,0,2,31,0,0,3.1
163,Phillip Tanner,DAL,RB,0,0,0,31,0,0,0,0,0,3.1
164,TY Hilton,IND,WR,0,0,0,0,0,3,31,0,0,3.1
165,Robert Meachem,SD,WR,0,0,0,0,0,3,30,0,0,3
166,Kevin Walter,HOU,WR,0,0,0,0,0,2,28,0,0,2.8
167,Brandon Bolden,NE,RB,0,0,0,28,0,0,0,0,0,2.8
168,Jacob Tamme,DEN,TE,0,0,0,0,0,2,27,0,0,2.7
169,James Casey,HOU,FB,0,0,0,0,0,2,27,0,0,2.7
170,Bernard Pierce,BAL,RB,0,0,0,21,0,1,6,0,0,2.7
171,Michael Crabtree,SF,WR,0,0,0,0,0,3,26,0,0,2.6
172,Alex Smith,SF,QB,200,0,3,5,0,0,0,0,0,2.5
173,Dwayne Bowe,KC,WR,0,0,0,0,0,3,25,0,0,2.5
174,Garrett Graham,HOU,TE,0,0,0,0,0,3,25,0,0,2.5
175,Jeremy Kerley,NYJ,WR,0,0,0,0,0,3,24,0,0,2.4
176,Keshawn Martin,HOU,WR,0,0,0,0,0,2,24,0,0,2.4
177,Rod Streater,OAK,WR,0,0,0,0,0,3,24,0,0,2.4
178,Michael Floyd,ARI,WR,0,0,0,0,0,1,24,0,0,2.4
179,Chaz Schilens,NYJ,WR,0,0,0,0,0,2,23,0,0,2.3
180,Shaun Draughn,KC,RB,0,0,0,11,0,3,12,0,0,2.3
181,Leonard Hankerson,WAS,WR,0,0,0,0,0,2,23,0,0,2.3
182,Eddie Royal,SD,WR,0,0,0,0,0,2,22,0,0,2.2
183,LaRod Stephens-Howling,ARI,RB,0,0,0,22,0,0,0,0,0,2.2
184,Jason Avant,PHI,WR,0,0,0,0,0,2,21,0,0,2.1
185,Marvin Jones,CIN,WR,0,0,0,0,0,2,21,0,0,2.1
186,Darrius Heyward-Bey,OAK,WR,0,0,0,20,0,0,0,0,0,2
187,Antonio Brown,PIT,WR,0,0,0,0,0,4,20,0,0,2
188,John Phillips,DAL,TE,0,0,0,0,0,1,19,0,0,1.9
189,Jonathan Baldwin,KC,WR,0,0,0,0,0,2,19,0,0,1.9
190,Jacquizz Rodgers,ATL,RB,0,0,0,-2,0,3,21,0,0,1.9
191,Tony Moeaki,KC,TE,0,0,0,0,0,1,18,0,0,1.8
192,Riley Cooper,PHI,WR,0,0,0,0,0,2,18,0,0,1.8
193,Andre Roberts,ARI,WR,0,0,0,0,0,2,18,0,0,1.8
194,Steve Smith,STL,WR,0,0,0,0,0,2,18,0,0,1.8
195,Greg Little,CLE,WR,0,0,0,0,0,3,18,0,0,1.8
196,Rashard Mendenhall,PIT,RB,0,0,0,6,0,1,11,0,0,1.7
197,Tim Tebow,NYJ,QB,23,0,0,7,0,0,0,0,0,1.62
198,DJ Ware,TB,RB,0,0,0,6,0,2,10,0,0,1.6
199,Erik Lorig,TB,FB,0,0,0,0,0,1,16,0,0,1.6
200,Rhett Ellison,MIN,TE,0,0,0,0,0,1,16,0,0,1.6
201,Jacoby Jones,BAL,WR,0,0,0,0,0,2,15,0,0,1.5
202,Matthew Mulligan,STL,TE,0,0,0,0,0,2,15,0,0,1.5
203,Bilal Powell,NYJ,RB,0,0,0,14,0,1,1,0,0,1.5
204,Damian Williams,TEN,WR,0,0,0,0,0,2,14,0,0,1.4
205,Ben Tate,HOU,RB,0,0,0,14,0,0,0,0,0,1.4
206,LaVon Brazill,IND,WR,0,0,0,0,0,1,14,0,0,1.4
207,Devin Aromashodu,MIN,WR,0,0,0,0,0,1,13,0,0,1.3
208,Delone Carter,IND,RB,0,0,0,13,0,0,0,0,0,1.3
209,Jermichael Finley,GB,TE,0,0,0,0,0,2,12,0,0,1.2
210,Armon Binns,CIN,WR,0,0,0,0,0,2,12,0,0,1.2
211,David Ausberry,OAK,TE,0,0,0,0,0,1,12,0,0,1.2
212,Rob Housler,ARI,TE,0,0,0,0,0,2,12,0,0,1.2
213,Orson Charles,CIN,TE,0,0,0,0,0,1,12,0,0,1.2
214,Jorvorskie Lane,MIA,FB,0,0,0,0,0,2,12,0,0,1.2
215,Chris Rainey,PIT,RB,0,0,0,0,0,1,12,0,0,1.2
216,Lawrence Vickers,DAL,FB,0,0,0,0,0,1,11,0,0,1.1
217,Brandon Tate,CIN,WR,0,0,0,0,0,1,11,0,0,1.1
218,Chris Ogbonnaya,CLE,RB,0,0,0,6,0,2,5,0,0,1.1
219,Toby Gerhart,MIN,RB,0,0,0,1,0,2,10,0,0,1.1
220,James Starks,GB,RB,0,0,0,11,0,0,0,0,0,1.1
221,Austin Pettis,STL,WR,0,0,0,0,0,1,11,0,0,1.1
222,Lance Dunbar,DAL,RB,0,0,0,11,0,0,0,0,0,1.1
223,Jeff King,ARI,TE,0,0,0,0,0,2,10,0,0,1
224,Martellus Bennett,NYG,TE,0,0,0,0,0,1,9,0,0,0.9
225,Zach Miller,SEA,TE,0,0,0,0,0,2,29,0,1,0.9
226,Donald Jones,BUF,WR,0,0,0,0,0,1,9,0,0,0.9
227,Clay Harbor,PHI,TE,0,0,0,0,0,2,9,0,0,0.9
228,Leon Washington,SEA,RB,0,0,0,0,0,1,9,0,0,0.9
229,Joshua Cribbs,CLE,WR,0,0,0,8,0,0,0,0,0,0.8
230,Lousaka Polite,ATL,FB,0,0,0,0,0,1,8,0,0,0.8
231,Ed Dickson,BAL,TE,0,0,0,0,0,1,8,0,0,0.8
232,Charles Clay,MIA,TE,0,0,0,0,0,1,8,0,0,0.8
233,David Paulson,PIT,TE,0,0,0,0,0,1,8,0,0,0.8
234,Vonta Leach,BAL,FB,0,0,0,0,0,1,7,0,0,0.7
235,John Carlson,MIN,TE,0,0,0,0,0,1,7,0,0,0.7
236,Reagan Maui'a,ARI,FB,0,0,0,0,0,1,7,0,0,0.7
237,Evan Royster,WAS,RB,0,0,0,0,0,1,7,0,0,0.7
238,John Kuhn,GB,FB,0,0,0,6,0,0,0,0,0,0.6
239,Dustin Keller,NYJ,TE,0,0,0,0,0,1,6,0,0,0.6
240,Randy McMichael,SD,TE,0,0,0,0,0,2,6,0,0,0.6
241,Titus Young,DET,WR,0,0,0,0,0,2,6,0,0,0.6
242,TJ Graham,BUF,WR,0,0,0,0,0,1,6,0,0,0.6
243,Garrett Celek,SF,TE,0,0,0,0,0,1,6,0,0,0.6
244,Mewelde Moore,IND,RB,0,0,0,5,0,0,0,0,0,0.5
245,Deion Branch,NE,WR,0,0,0,0,0,1,5,0,0,0.5
246,Taylor Thompson,TEN,TE,0,0,0,0,0,1,5,0,0,0.5
247,Craig Stevens,TEN,TE,0,0,0,0,0,1,4,0,0,0.4
248,Scott Chandler,BUF,TE,0,0,0,0,0,1,4,0,0,0.4
249,Bryce Brown,PHI,RB,0,0,0,4,0,0,0,0,0,0.4
250,Jackie Battle,SD,RB,0,0,0,3,0,0,0,0,0,0.3
251,Brian Leonard,CIN,RB,0,0,0,0,0,1,3,0,0,0.3
252,Ronnie Hillman,DEN,RB,0,0,0,3,0,0,0,0,0,0.3
253,Isaiah Pead,STL,RB,0,0,0,0,0,1,3,0,0,0.3
254,Marcel Reece,OAK,FB,0,0,0,0,0,1,1,0,0,0.1
255,Early Doucet,ARI,WR,0,0,0,0,0,1,1,0,0,0.1
256,Brandon Banks,WAS,WR,0,0,0,-2,0,2,3,0,0,0.1
257,Keiland Williams,DET,RB,0,0,0,1,0,0,0,0,0,0.1
258,Brian Quick,STL,WR,0,0,0,0,0,1,1,0,0,0.1
259,Ryan Cook,DAL,OL,0,0,0,0,0,0,0,0,0,0
260,Jeremy Zuttah,TB,C,0,0,0,0,0,0,0,0,0,0
261,Michael Roos,TEN,LT,0,0,0,0,0,0,0,0,0,0
262,Kevin Smith,DET,RB,0,0,0,0,0,0,0,0,0,0
263,Dallas Clark,TB,TE,0,0,0,0,0,0,0,0,0,0
264,Gosder Cherilus,DET,RT,0,0,0,0,0,0,0,0,0,0
265,Deuce Lutui,TEN,G,0,0,0,0,0,0,0,0,0,0
266,Jeff Saturday,GB,C,0,0,0,0,0,0,0,0,0,0
267,Jerome Felton,MIN,FB,0,0,0,0,0,0,0,0,0,0
268,D'Brickashaw Ferguson,NYJ,LT,0,0,0,0,0,0,0,0,0,0
269,Byron Leftwich,PIT,QB,0,0,0,0,0,0,0,0,0,0
270,Chris Chester,WAS,RG,0,0,0,0,0,0,0,0,0,0
271,Nate Garner,MIA,G,0,0,0,0,0,0,0,0,0,0
272,Dan Connolly,NE,RG,0,0,0,0,0,0,0,0,0,0
273,Rob Turner,STL,C,0,0,0,0,0,0,0,0,0,0
274,Demetress Bell,PHI,LT,0,0,0,0,0,0,0,0,0,0
275,Charlie Johnson,MIN,LG,0,0,0,0,0,0,0,0,0,0
276,Tashard Choice,BUF,RB,0,0,0,0,0,0,0,0,0,0
277,Anthony Collins,CIN,OT,0,0,0,0,0,0,0,0,0,0
278,Harvey Dahl,STL,RG,0,0,0,0,0,0,0,0,0,0
279,Joe Staley,SF,LT,0,0,0,0,0,0,0,0,0,0
280,David Stewart,TEN,RT,0,0,0,0,0,0,0,0,0,0
281,Nick Mangold,NYJ,C,0,0,0,0,0,0,0,0,0,0
282,Brandon Moore,NYJ,RG,0,0,0,0,0,0,0,0,0,0
283,Brandon Jacobs,SF,RB,0,0,0,0,0,0,0,0,0,0
284,Branden Albert,KC,LT,0,0,0,0,0,0,0,0,0,0
285,Dante Rosario,SD,TE,0,0,0,0,0,0,0,0,0,0
286,Jeromey Clary,SD,RT,0,0,0,0,0,0,0,0,0,0
287,Chris Kuper,DEN,RG,0,0,0,0,0,0,0,0,0,0
288,Kevin Boothe,NYG,LG,0,0,0,0,0,0,0,0,0,0
289,Sean Locklear,NYG,RT,0,0,0,0,0,0,0,0,0,0
290,Winston Justice,IND,RT,0,0,0,0,0,0,0,0,0,0
291,Derrick Dockery,DAL,G,0,0,0,0,0,0,0,0,0,0
292,Steve Breaston,KC,WR,0,0,0,0,0,0,0,0,0,0
293,Roscoe Parrish,TB,WR,0,0,0,0,0,0,0,0,0,0
294,Steve Hutchinson,TEN,LG,0,0,0,0,0,0,0,0,0,0
295,Jeff Backus,DET,LT,0,0,0,0,0,0,0,0,0,0
296,Todd Herremans,PHI,RT,0,0,0,0,0,0,0,0,0,0
297,Ryan Clady,DEN,LT,0,0,0,0,0,0,0,0,0,0
298,Mike Otto,TEN,T,0,0,0,0,0,0,0,0,0,0
299,LeRon McClain,SD,FB,0,0,0,0,0,0,0,0,0,0
300,Doug Free,DAL,RT,0,0,0,0,0,0,0,0,0,0
